Name,Field,Freq.,Km,L,F,P,Pj,T,U,K1dec,K1inc,K2dec,K2inc,K3dec,K3inc,K11,K22,K33,K12,K23,K13
AME18_180AB1,423,F1,2199.073,1.053,1.08,1.137,1.138,0.199,0.168,350.4,81.2,97.5,2.6,187.9,8.4,0.93687,1.00582,1.05731,-0.0101,0.00014,0.01861
AME18_180AB2,423,F1,2035.565,1.046,1.073,1.122,1.123,0.22,0.193,293.6,71.1,86.3,16.9,178.9,8.2,0.9412,1.01141,1.04738,-0.00045,-0.0132,0.01531
AME18_180AB3,423,F1,2263.468,1.025,1.092,1.118,1.125,0.566,0.547,320.3,77.1,96.4,9.3,187.8,8.8,0.93888,1.01913,1.04199,-0.01186,-0.00172,0.01697
AME18_180AC1,423,F1,2334.344,1.028,1.084,1.114,1.119,0.483,0.462,312.6,67.3,88.1,16.6,182.7,15.1,0.9455,1.01869,1.03581,-0.00563,-0.00665,0.02664
AME18_180AC2,423,F1,2212.212,1.018,1.121,1.141,1.154,0.726,0.71,301.1,69.2,96.8,19.1,189.5,7.9,0.92556,1.02943,1.04501,-0.01884,-0.00283,0.0182
AME18_180AC3,423,F1,1968.453,1.004,1.099,1.103,1.118,0.928,0.924,288.7,64,88.7,24.7,182.3,7.8,0.9388,1.03023,1.03097,-0.00387,-0.00086,0.013
AME18_180AD1,423,F1,2253.013,1.017,1.112,1.13,1.142,0.729,0.714,292.1,50.4,90,37.4,188.5,10.9,0.93233,1.03247,1.0352,-0.01705,-0.00498,0.02218
AME18_180AD2,423,F1,1679.781,1.062,1.123,1.193,1.196,0.318,0.278,324.5,76.2,98.1,9.6,189.8,9.8,0.91346,1.01423,1.07231,-0.01986,-0.00527,0.03027
AME18_180AD3,423,F1,1686.737,1.035,1.086,1.124,1.128,0.415,0.391,303.3,59.7,98.8,28,194.6,10.6,0.94477,1.01651,1.03872,-0.02311,-0.00921,0.02266
AME18_180AE1,423,F1,1748.331,1.027,1.088,1.117,1.123,0.516,0.495,293.6,70.3,99.2,19.1,190.8,4.5,0.93994,1.01789,1.04217,-0.01617,-0.00684,0.00983
AME18_184AA1,423,F1,149.3009,1.009,1.08,1.09,1.099,0.787,0.778,255.4,71.8,136.5,9,44,15.7,0.98577,0.98911,1.02512,-0.0349,-0.01642,-0.01492
AME18_184AA2,423,F1,155.2632,1.008,1.081,1.09,1.1,0.809,0.801,282.2,60.8,143.8,22.7,46.3,17.4,0.98942,0.98816,1.02242,-0.03546,-0.01944,-0.01445
AME18_184AB1,423,F1,207.0872,1.009,1.088,1.097,1.108,0.815,0.807,295.8,42.6,149.1,42.2,42.6,17.4,0.98464,0.99406,1.0213,-0.03945,-0.01997,-0.01551
AME18_184AB2,423,F1,179.9945,1.007,1.089,1.097,1.108,0.839,0.832,289,52,143.8,32.7,42.3,17.2,0.98387,0.99334,1.02279,-0.03892,-0.01945,-0.01628
AME18_184AB3,423,F1,174.2464,1.009,1.093,1.103,1.114,0.81,0.801,232.9,72.7,133,3.1,42,17,0.98222,0.99065,1.02714,-0.03921,-0.01853,-0.01978
AME18_184AC1,423,F1,201.79,1.005,1.092,1.097,1.11,0.89,0.885,131.3,15.6,260,65.9,36.1,17.9,0.97807,1.00264,1.0193,-0.03967,-0.01382,-0.02127
AME18_184AC2,423,F1,235.9931,1.007,1.095,1.102,1.115,0.864,0.858,277.3,60.9,138,22.9,40.6,17,0.98045,0.99453,1.02502,-0.04043,-0.01904,-0.01851
AME18_184AD1,423,F1,151.1154,1.006,1.085,1.091,1.102,0.866,0.86,295.8,50.5,145.8,35.5,44.8,15,0.98751,0.9896,1.02289,-0.03828,-0.01675,-0.01292
AME18_184AD2,423,F1,162.1203,1.006,1.082,1.088,1.099,0.866,0.861,297.6,50.1,145.2,36.6,44.7,13.9,0.98747,0.9896,1.02293,-0.03763,-0.01526,-0.01153
AME18_184AD3,423,F1,170.5287,1.005,1.095,1.1,1.113,0.902,0.898,295.6,46,150.4,38.4,45.4,18.1,0.98886,0.98922,1.02192,-0.04105,-0.02087,-0.01743
AME18_194A_A,423,F1,5083.774,1.125,1.083,1.218,1.219,-0.191,-0.238,135.9,48.8,245.6,16.5,348.3,36.5,0.96503,1.00807,1.0269,-0.01689,0.04963,-0.07898
AME18_194A_A,423,F1,4643.573,1.124,1.069,1.202,1.204,-0.274,-0.316,143.6,52.3,255,15.7,355.6,33.2,0.96602,0.99627,1.03771,-0.01836,0.03716,-0.07632
AME18_194A_A,423,F1,4836.598,1.127,1.081,1.218,1.22,-0.215,-0.261,132.1,50.3,244.4,17.4,346.7,34.3,0.95827,1.00816,1.03357,-0.01422,0.05347,-0.07446
AME18_194A_B,423,F1,5263.768,1.13,1.056,1.194,1.199,-0.379,-0.417,135.5,48.7,243.1,14.8,344.8,37.5,0.97273,0.99998,1.02729,-0.01928,0.05059,-0.0691
AME18_194A_B,423,F1,4483.513,1.125,1.069,1.202,1.205,-0.277,-0.319,137.7,49.6,248.5,16.9,351,35.4,0.96753,1.00257,1.0299,-0.01908,0.0453,-0.07399
AME18_194A_C,423,F1,5344.984,1.129,1.074,1.212,1.215,-0.262,-0.307,136,49.8,247.2,17,349.6,35.1,0.96388,1.00416,1.03196,-0.0183,0.04913,-0.07595
AME18_194A_C,423,F1,5037.281,1.109,1.071,1.188,1.19,-0.205,-0.246,130.9,48.4,249.1,22.8,354.7,32.7,0.96028,1.01265,1.02708,-0.01929,0.04325,-0.06458
AME18_194A_D,423,F1,5168.653,1.125,1.066,1.199,1.202,-0.299,-0.34,132.8,50.3,241.6,15,342.7,35.8,0.96611,1.00267,1.03122,-0.01368,0.05271,-0.06835
AME18_194A_D,423,F1,4499.935,1.125,1.078,1.213,1.215,-0.222,-0.268,135.2,50.9,247.9,17.4,350,33.8,0.95977,1.00551,1.03471,-0.01611,0.04804,-0.07499
AME18_194A_D,423,F1,4770.218,1.126,1.068,1.203,1.206,-0.285,-0.327,130.6,49,242.9,18.3,346.4,35.2,0.96255,1.00809,1.02936,-0.01672,0.05349,-0.06856
AME18_195BA1,423,F1,1331.986,1.154,1.059,1.221,1.229,-0.429,-0.469,288.1,69.5,181.4,6.1,89.3,19.5,0.97008,0.93706,1.09286,-0.00602,-0.06324,0.01497
AME18_195BB1,423,F1,763.4973,1.087,1.083,1.178,1.178,-0.022,-0.063,305.6,61.4,195.2,10.7,99.9,26.2,1.00152,0.94988,1.04859,0.00097,-0.05969,0.02647
AME18_195BB2,423,F1,1734.508,1.122,1.097,1.23,1.231,-0.107,-0.158,357.7,59.1,186.4,30.7,94.1,3.8,1.02035,0.90258,1.07708,0.00489,-0.008,0.05339
AME18_195BB3,423,F1,1302.339,1.102,1.073,1.183,1.183,-0.156,-0.197,319.2,76,185.2,9.8,93.5,9.9,0.9921,0.92616,1.08173,0.00104,-0.02691,0.01861
AME18_195BC1,423,F1,1873.196,1.12,1.091,1.221,1.222,-0.133,-0.182,21.8,71,195.7,18.9,286.3,1.9,0.99221,0.91411,1.09368,0.02641,0.01617,0.03315
AME18_195BC2,423,F1,1129.992,1.108,1.107,1.227,1.227,-0.004,-0.055,322.7,74.8,195.2,9.4,103.2,11.9,0.99616,0.9114,1.09244,0.01688,-0.03541,0.02615
AME18_195BC3,423,F1,1642.096,1.148,1.036,1.189,1.201,-0.594,-0.621,328.8,66.1,156.5,23.7,65.3,2.9,0.97494,0.94248,1.08259,-0.02303,-0.02892,0.04451
AME18_195BD1,423,F1,1563.365,1.151,1.045,1.203,1.213,-0.524,-0.557,299.1,76.4,181.6,6.3,90.3,11.9,0.96717,0.93168,1.10115,-0.00322,-0.0374,0.01617
AME18_195BD2,423,F1,1108.641,1.137,1.036,1.177,1.188,-0.569,-0.596,313.6,59.9,196.7,14.7,99.5,25.6,0.9822,0.95808,1.05972,-0.01222,-0.05439,0.04174
AME18_195BD3,423,F1,1447.249,1.084,1.054,1.143,1.144,-0.209,-0.241,319.5,77.6,181.2,9.4,89.8,8.1,0.99144,0.94086,1.0677,-0.00205,-0.01852,0.01332
AME18_196AA1,423,F1,8962.467,1.163,1.083,1.26,1.264,-0.306,-0.358,103.8,62.2,274.9,27.5,6.8,3.7,0.90073,1.00354,1.09572,-0.01675,0.06275,-0.02028
AME18_196AA2,423,F1,14165.67,1.395,1.236,1.725,1.732,-0.222,-0.348,99.1,67.7,272.7,22.1,3.6,2.3,0.75971,0.98728,1.25301,-0.01947,0.12762,-0.02755
AME18_196AA3,423,F1,12836.75,1.288,1.198,1.544,1.547,-0.166,-0.27,78.2,61.1,265.2,28.7,173.6,3,0.8068,1.02075,1.17244,0.03057,0.11378,0.03212
AME18_196AB1,423,F1,10128.6,1.149,1.124,1.291,1.292,-0.087,-0.15,94.8,43.8,288,45.4,191.2,6.6,0.88449,1.05914,1.05637,-0.02691,0.07566,0.00601
AME18_196AB2,423,F1,8198.13,1.135,1.084,1.231,1.233,-0.22,-0.269,101.1,57.2,299.1,31.5,204,8.2,0.9204,1.00639,1.07321,-0.03511,0.06357,-0.00178
AME18_196AB3,423,F1,9040.107,1.129,1.081,1.221,1.223,-0.218,-0.265,101.5,52.8,294.6,36.5,199.9,6.3,0.91962,1.01839,1.062,-0.03234,0.06271,-0.00453
AME18_196AC1,423,F1,8135.603,1.128,1.089,1.228,1.229,-0.17,-0.219,105.3,54.3,288.1,35.7,197.1,1.3,0.9145,1.01785,1.06765,-0.03355,0.058,-0.01392
AME18_196AC2,423,F1,11145,1.194,1.065,1.272,1.283,-0.473,-0.519,104.5,62.4,288.4,27.5,197.6,1.6,0.90691,0.98968,1.1034,-0.02654,0.07415,-0.01751
AME18_196AC3,423,F1,11165.58,1.206,1.097,1.323,1.33,-0.34,-0.4,106,60,278.2,29.8,10.2,3.4,0.88383,1.00543,1.11074,-0.02789,0.08181,-0.02862
AME18_197A_A,423,F1,2002.071,1.074,1.106,1.188,1.189,0.171,0.129,206.5,77.3,332.4,7.5,63.7,10.2,0.99194,0.9329,1.07516,-0.03566,-0.02217,-0.02173
AME18_197A_A,423,F1,1429.766,1.08,1.105,1.193,1.194,0.128,0.084,332.1,79.1,160.8,10.7,70.5,1.6,0.99656,0.92105,1.0824,-0.03111,-0.00945,0.01227
AME18_197A_B,423,F1,1941.284,1.057,1.105,1.167,1.17,0.286,0.251,309.7,67.4,146.1,21.7,53.8,5.8,0.98314,0.95606,1.06081,-0.04939,-0.0234,0.00733
AME18_197A_C,423,F1,1476.548,1.114,1.071,1.193,1.195,-0.22,-0.262,316.3,58.5,154.5,30.2,59.8,8.1,0.9842,0.95121,1.06459,-0.04319,-0.04242,0.03143
AME18_197A_C,423,F1,2812.509,1.143,1.104,1.262,1.263,-0.151,-0.208,309.7,85.8,162.3,3.5,72.2,2.3,0.97545,0.90048,1.12406,-0.02731,-0.0114,0.00547
AME18_197AB1,423,F1,2919.025,1.107,1.122,1.242,1.242,0.059,0.005,304.9,74.2,146.5,14.8,55,5.6,0.96765,0.93363,1.09872,-0.05426,-0.03173,0.01011
AME18_197AB3,423,F1,1521.583,1.012,1.121,1.135,1.15,0.805,0.794,304.2,61.1,127.8,28.9,37,1.6,0.96262,0.99464,1.04273,-0.05506,-0.00632,0.00063
AME18_197AC1,423,F1,1754.973,1.134,1.048,1.187,1.194,-0.459,-0.493,279,76.3,147,9.3,55.4,10,0.95782,0.94963,1.09256,-0.02112,-0.03569,0.00039
AME18_197AD1,423,F1,1528.467,1.109,1.082,1.2,1.2,-0.136,-0.18,9.6,75,159.7,13.1,251.3,7.2,0.98851,0.92309,1.0884,-0.02113,0.01336,0.02959
AME18_197AD2,423,F1,1945.329,1.113,1.047,1.165,1.17,-0.395,-0.427,340.4,77,117.3,9.6,208.7,8.8,0.94978,0.96865,1.08156,-0.01999,-0.00491,0.02865
AME18_197AD3,423,F1,2130.739,1.117,1.066,1.191,1.193,-0.272,-0.312,249.5,76.1,140.4,4.6,49.3,13.1,0.95816,0.95461,1.08723,-0.02616,-0.03521,-0.01806
AME18_197B_B,423,F1,3440.486,1.111,1.1,1.222,1.222,-0.048,-0.098,306.1,48.7,165.8,34,61.3,20.5,0.99171,0.96367,1.04461,-0.05627,-0.07008,0.01788
AME18_197B_C,423,F1,2138.822,1.036,1.16,1.202,1.216,0.615,0.586,321.5,61.2,129.4,28.3,222.2,5.1,0.96257,0.97465,1.06278,-0.07485,-0.00132,0.02174
AME18_197B_D,423,F1,2961.607,1.074,1.079,1.159,1.159,0.031,-0.006,292.6,53.2,130.1,35.5,34,8.4,0.95446,0.99995,1.04559,-0.04269,-0.03874,0.00487
AME18_197B_D,423,F1,3312.349,1.101,1.102,1.213,1.213,0.004,-0.044,328.7,55,148.7,35,58.7,0,0.99646,0.9387,1.06484,-0.05565,-0.02463,0.04045
AME18_197BA1,423,F1,2690.885,1.127,1.082,1.219,1.221,-0.201,-0.248,301.1,57.6,128.3,32.2,36.2,3.3,0.94446,0.98365,1.07188,-0.05143,-0.05077,0.02563
AME18_197BA2,423,F1,3014.376,1.192,1.195,1.425,1.425,0.007,-0.081,292,68,145.1,18.7,51.2,11.2,0.93314,0.91884,1.14802,-0.08533,-0.08531,0.00555
AME18_197BA3,423,F1,3885.559,1.081,1.017,1.099,1.106,-0.652,-0.665,35.2,70.5,162.4,12.1,255.8,15.1,0.98394,0.96794,1.04812,0.00062,0.01821,0.02134
AME18_197BB1,423,F1,2287.517,1.119,1.077,1.206,1.208,-0.205,-0.25,275.3,59.6,162.9,12.6,66.4,27.2,0.9756,0.96725,1.05714,-0.02326,-0.07736,-0.0068
AME18_197BB2,423,F1,3367.777,1.074,1.174,1.261,1.268,0.382,0.331,309.2,68.7,160.9,18.4,67.4,10.5,1.00753,0.9061,1.08638,-0.05706,-0.04509,0.0059
AME18_197BC1,423,F1,2948.304,1.057,1.131,1.196,1.201,0.375,0.336,329.9,58.5,149.3,31.5,239.5,0.3,1.00135,0.93632,1.06233,-0.05857,-0.01262,0.02288
AME18_197BC2,423,F1,2698.423,1.13,1.052,1.189,1.194,-0.418,-0.453,291,74.4,133.2,14.5,41.7,5.6,0.94847,0.96068,1.09085,-0.02654,-0.0338,0.00829
AME18_197BD1,423,F1,2891.072,1.078,1.124,1.212,1.214,0.22,0.174,301.2,58.8,150.5,27.9,53.5,13,0.97921,0.95777,1.06302,-0.06018,-0.04952,0.00358
AME18_242B_C,423,F1,236.4269,1.033,1.069,1.104,1.106,0.35,0.328,253,47.1,106.2,37.8,2.3,17.1,0.95247,1.02466,1.02287,0.00187,-0.01651,-0.02319
AME18_242BA1,423,F1,205.029,1.03,1.081,1.113,1.117,0.448,0.427,252,46,104.7,39.1,0.4,16.9,0.94699,1.02848,1.02453,0.00389,-0.01464,-0.02582
AME18_242BA2,423,F1,222.3958,1.03,1.085,1.118,1.122,0.468,0.446,254.6,45.9,108.9,38.7,4,17.8,0.94549,1.02982,1.02468,-0.00125,-0.01634,-0.02727
AME18_242BA3,423,F1,229.0545,1.029,1.072,1.103,1.106,0.422,0.402,255.4,46.1,107.6,39.1,3.5,16.7,0.95153,1.0259,1.02257,-0.00046,-0.01523,-0.02237
AME18_242BB1,423,F1,225.9256,1.027,1.075,1.105,1.109,0.458,0.438,254.1,44.9,105.3,40.7,0.9,16.1,0.9499,1.02732,1.02279,0.00268,-0.01363,-0.02278
AME18_242BB2,423,F1,238.325,1.025,1.076,1.103,1.108,0.498,0.479,253.3,46.3,107.5,38.3,2.8,17.7,0.95125,1.02655,1.02221,0.00009,-0.0132,-0.02451
AME18_242BB3,423,F1,220.0133,1.027,1.079,1.109,1.113,0.48,0.46,250.4,47.2,104.4,37.5,0.4,17.6,0.94924,1.02702,1.02374,0.00361,-0.01312,-0.02613
AME18_242BC3,423,F1,231.1564,1.026,1.084,1.113,1.118,0.521,0.502,255.1,41.9,104.9,44,359.4,15.4,0.94497,1.03123,1.0238,0.00436,-0.01243,-0.02369
AME18_242BD1,423,F1,222.3792,1.032,1.079,1.113,1.116,0.42,0.398,250.9,45.7,104,39.2,359.4,17.2,0.94802,1.028,1.02398,0.00553,-0.01487,-0.02619
AME18_242BD2,423,F1,222.5115,1.028,1.074,1.103,1.107,0.444,0.424,253.3,49.6,105.8,35.7,3.5,16.4,0.95109,1.0244,1.02451,-0.00066,-0.01443,-0.0228
AME18_242BD3,423,F1,236.5926,1.029,1.076,1.107,1.11,0.436,0.415,257.3,45.3,110.1,39.7,5.4,17,0.95005,1.02724,1.02271,-0.00296,-0.01624,-0.02312
AME18_248A_B,423,F1,234.3439,1.078,1.023,1.103,1.108,-0.531,-0.549,81.6,83.9,302.2,4.6,211.9,4,0.96596,0.9766,1.05744,-0.00982,0.0088,0.00248
AME18_248A_B,423,F1,257.9265,1.081,1.001,1.082,1.095,-0.972,-0.973,16.3,84.2,194.8,5.8,284.8,0.2,0.97465,0.97303,1.05232,0.00048,0.00224,0.00763
AME18_248A_B,423,F1,349.7611,1.093,1.033,1.129,1.134,-0.461,-0.484,289.5,86.8,192.6,0.4,102.6,3.2,0.97872,0.95043,1.07085,0.00663,-0.00649,0.00208
AME18_248AA1,423,F1,258.3296,1.088,1.018,1.108,1.116,-0.657,-0.671,264.1,80,166.6,1.3,76.3,9.9,0.97599,0.96389,1.06012,-0.00352,-0.01749,-0.0022
AME18_248AA2,423,F1,217.8322,1.076,1.015,1.092,1.099,-0.664,-0.676,307.4,84.5,156.4,4.8,66.2,2.7,0.97784,0.9683,1.05386,-0.00565,-0.00629,0.00407
AME18_248AA3,423,F1,234.9852,1.089,1.037,1.13,1.134,-0.398,-0.424,338,82.7,207.9,4.7,117.4,5.5,0.97635,0.95512,1.06853,0.01389,-0.00712,0.01174
AME18_248AB1,423,F1,243.0757,1.086,1.005,1.091,1.103,-0.893,-0.898,178.8,83.4,305,3.9,35.4,5.3,0.97162,0.97198,1.0564,-0.00214,-0.00004,-0.01
AME18_248AC1,423,F1,306.5787,1.092,1.034,1.13,1.134,-0.446,-0.47,357.3,87.8,135.4,1.6,225.4,1.5,0.96478,0.96421,1.07101,-0.0163,0.00043,0.00401
AME18_248AC2,423,F1,277.9162,1.1,1.019,1.121,1.131,-0.664,-0.68,325.1,78.7,125.1,10.6,215.8,3.8,0.96406,0.96861,1.06733,-0.01053,-0.01,0.01637
AME18_248AC3,423,F1,318.8181,1.079,1.045,1.128,1.129,-0.262,-0.289,322.9,83.2,168.7,6.1,78.4,2.9,0.98731,0.9477,1.06499,-0.00896,-0.00766,0.00686
AME18_248AD1,423,F1,199.5023,1.044,1.011,1.055,1.058,-0.594,-0.602,292.9,80.7,161.7,6.1,71,6.9,0.98824,0.98071,1.03105,-0.00365,-0.00753,0.00225
AME18_248AD2,423,F1,212.2018,1.052,1.014,1.067,1.07,-0.565,-0.576,314.8,78.9,95.4,8.6,186.5,6.9,0.97506,0.98829,1.03665,-0.00247,-0.00668,0.00845
AME18_248AD3,423,F1,215.7571,1.061,1.022,1.085,1.088,-0.463,-0.479,244,83.3,339.2,0.6,69.3,6.6,0.98449,0.96925,1.04626,-0.00662,-0.00854,-0.00392
AME18_250A_A,423,F1,61.36007,1.037,1.044,1.083,1.083,0.081,0.061,271.4,78.6,120.6,10,29.7,5.5,0.9701,0.99286,1.03704,-0.01798,-0.00921,-0.0033
AME18_250A_A,423,F1,59.0663,1.042,1.025,1.069,1.07,-0.247,-0.263,245.1,82.3,126.5,3.7,36.1,6.7,0.9784,0.98634,1.03527,-0.01128,-0.00678,-0.00469
AME18_250A_A,423,F1,47.43957,1.037,1.033,1.071,1.071,-0.069,-0.086,239,85,130.4,1.6,40.3,4.8,0.9799,0.98515,1.03495,-0.01531,-0.0045,-0.00368
AME18_250A_B,423,F1,70.16439,1.036,1.031,1.069,1.069,-0.071,-0.087,268.1,80.1,131.9,7.2,41.1,6.8,0.98108,0.98621,1.03271,-0.01478,-0.00843,-0.00287
AME18_250AA1,423,F1,61.63004,1.024,1.029,1.053,1.053,0.093,0.08,230.5,76.8,125.1,3.6,34.2,12.7,0.98365,0.99367,1.02268,-0.01181,-0.00747,-0.00834
AME18_250AB2,423,F1,60.67359,1.038,1.032,1.071,1.071,-0.091,-0.108,209.7,85,117.1,0.2,27,5,0.97361,0.99131,1.03507,-0.01218,-0.00286,-0.00526
AME18_250AB3,423,F1,55.08765,1.036,1.035,1.072,1.072,-0.011,-0.028,234.1,83.4,120.9,2.6,30.7,6.1,0.97494,0.99103,1.03403,-0.01434,-0.00511,-0.00544
AME18_250AC1,423,F1,69.3136,1.032,1.031,1.064,1.064,-0.008,-0.023,285.8,81.9,119,7.9,28.8,1.8,0.97624,0.99308,1.03067,-0.01296,-0.00475,0.00036
AME18_250AC2,423,F1,61.68305,1.044,1.021,1.066,1.067,-0.358,-0.372,257.9,79.1,141.4,4.9,50.5,9.7,0.98424,0.98191,1.03385,-0.00927,-0.01051,-0.00382
AME18_250AC3,423,F1,59.86197,1.037,1.029,1.068,1.068,-0.122,-0.138,227.8,81.8,116.4,3,26,7.6,0.97495,0.99208,1.03297,-0.01053,-0.00553,-0.00687
AME18_250AD1,423,F1,48.89346,1.039,1.033,1.073,1.073,-0.089,-0.106,254.4,79.2,124.7,7,33.7,8.2,0.97617,0.98924,1.03459,-0.01394,-0.00944,-0.00567
AME18_250AD2,423,F1,64.04311,1.041,1.021,1.063,1.064,-0.304,-0.317,287.9,79.1,132.9,9.9,42.1,4.5,0.98227,0.9855,1.03223,-0.01074,-0.00823,0.00109
AME18_252BA1,423,F1,67.59069,1.024,1.027,1.052,1.052,0.07,0.058,280.3,77.3,131.5,10.9,40.3,6.4,0.98571,0.99111,1.02319,-0.01316,-0.00691,-0.00135
AME18_252BA2,423,F1,61.14591,1.023,1.029,1.052,1.052,0.111,0.098,275.3,69,137.9,15.8,44,13.5,0.98808,0.99191,1.02002,-0.0134,-0.01197,-0.00382
AME18_252BA3,423,F1,86.07652,1.033,1.033,1.068,1.068,-0.006,-0.022,278.3,65.5,142,18.2,46.7,15.8,0.98571,0.9895,1.02479,-0.01559,-0.0186,-0.00394
AME18_252BB1,423,F1,101.6833,1.032,1.02,1.052,1.053,-0.221,-0.233,281.2,69,139.4,16.8,45.7,12.3,0.98709,0.99039,1.02252,-0.01009,-0.01323,-0.0008
AME18_252BB2,423,F1,67.66068,1.031,1.024,1.056,1.056,-0.12,-0.133,273.5,69.1,139.7,14.8,45.8,14.4,0.98684,0.99009,1.02307,-0.01131,-0.01433,-0.00334
AME18_252BC1,423,F1,91.9254,1.028,1.032,1.06,1.06,0.069,0.055,275,69,138.2,15.7,44.3,13.7,0.9862,0.99043,1.02337,-0.01483,-0.01412,-0.00424
AME18_252BD1,423,F1,110.1692,1.034,1.03,1.065,1.065,-0.068,-0.083,272.3,68.1,135.5,16.3,41.3,14.2,0.98302,0.99121,1.02577,-0.01358,-0.01625,-0.00466
AME18_252BD2,423,F1,94.55817,1.029,1.032,1.062,1.062,0.042,0.027,276.3,66,136.5,18.8,41.5,14.4,0.98442,0.99263,1.02295,-0.01486,-0.01569,-0.00436
AME18_253AA1,423,F1,229.7891,1.03,1.012,1.042,1.043,-0.43,-0.438,268.9,77.3,8.8,2.2,99.3,12.5,0.99369,0.98467,1.02164,0.00179,-0.00879,0.00027
AME18_253AA2,423,F1,207.456,1.027,1.018,1.046,1.046,-0.194,-0.204,304.9,82.2,190.2,3.3,99.8,7.1,0.9966,0.98028,1.02312,0.00271,-0.00511,0.00244
AME18_253AA3,423,F1,233.4134,1.03,1.02,1.051,1.051,-0.198,-0.21,286.5,74.5,167.5,7.6,75.7,13.4,0.99558,0.98111,1.02332,-0.00501,-0.01164,0.0011
AME18_253AB1,423,F1,204.6856,1.022,1.032,1.055,1.055,0.171,0.158,257.1,83.7,6.8,2.1,97,5.9,1.00236,0.97311,1.02454,0.00372,-0.00547,-0.00016
AME18_253AB2,423,F1,214.3595,1.009,1.032,1.041,1.043,0.554,0.547,353,21.8,103.2,40.7,242.4,41.3,1.01131,0.99367,0.99502,-0.00817,0.0133,0.01029
AME18_253AB3,423,F1,236.307,1.025,1.022,1.048,1.048,-0.061,-0.073,275.9,77.2,185.9,0,95.9,12.8,0.99867,0.97966,1.02167,0.00197,-0.01002,0.00103
AME18_253AC1,423,F1,219.4333,1.032,1.015,1.048,1.049,-0.367,-0.377,267.9,69.2,359.3,0.5,89.5,20.8,0.99412,0.98542,1.02045,0.00003,-0.0155,-0.00043
AME18_253AC2,423,F1,208.2103,1.036,1.014,1.051,1.052,-0.417,-0.428,238.9,78.3,5.4,7,96.5,9.3,0.99315,0.98038,1.02646,0.0022,-0.00826,-0.00337
AME18_253AD1,423,F1,234.6587,1.031,1.01,1.042,1.044,-0.504,-0.511,272.6,77.3,179.6,0.7,89.4,12.7,0.99301,0.98497,1.02202,-0.00017,-0.00882,0.00028
AME18_256AA1,423,F1,205.3742,1.009,1.019,1.028,1.028,0.347,0.341,292.2,47.3,138.1,39.7,36.9,13.2,0.99256,1.0004,1.00705,-0.00982,-0.00662,-0.00157
AME18_256AA2,423,F1,209.7779,1.007,1.016,1.023,1.024,0.377,0.372,292.6,45.9,135.6,41.8,35,11.7,0.99319,1.00087,1.00594,-0.00837,-0.00514,-0.00119
AME18_256AA3,423,F1,212.7528,1.006,1.017,1.023,1.024,0.458,0.453,295.9,40.7,131,48.2,32.5,7.6,0.99246,1.00167,1.00587,-0.00886,-0.00397,-0.00049
AME18_256AB1,423,F1,215.239,1.009,1.016,1.025,1.025,0.282,0.276,295,42.4,138.7,45,36.3,12.1,0.99348,1.00097,1.00555,-0.00889,-0.00584,-0.00071
AME18_256AB2,423,F1,206.2168,1.006,1.018,1.024,1.025,0.467,0.462,286.6,53.5,134.6,33.2,35.5,13.5,0.99298,1.0002,1.00682,-0.00836,-0.00521,-0.00234
AME18_256AC1,423,F1,222.5424,1.007,1.019,1.026,1.027,0.483,0.478,295.1,39.5,141.7,47.3,36.6,13.5,0.99318,1.001,1.00582,-0.01021,-0.0056,-0.00209
AME18_256AC2,423,F1,205.4994,1.008,1.02,1.028,1.029,0.438,0.433,291.6,42.5,140.8,43.6,35.9,15.1,0.99238,1.00134,1.00628,-0.01031,-0.0066,-0.00261
AME18_256AD1,423,F1,207.3581,1.003,1.019,1.022,1.024,0.733,0.73,293.7,0.3,202.5,75.7,23.8,14.3,0.99107,1.00483,1.00411,-0.00754,-0.00182,-0.00408
AME18_262AA1,423,F1,176.9538,1.026,1.008,1.035,1.037,-0.513,-0.52,135.7,63.7,289.3,23.9,24,10.4,0.98994,0.9952,1.01486,-0.00557,0.0067,-0.00884
AME18_262AA2,423,F1,166.6891,1.028,1.014,1.043,1.044,-0.315,-0.325,138,67.2,287.1,19.8,21,10.8,0.98583,0.99557,1.0186,-0.00665,0.00571,-0.0098
AME18_262AB1,423,F1,166.1808,1.035,1.007,1.041,1.045,-0.669,-0.674,139.3,65.6,283.8,20.3,18.7,13,0.98851,0.99265,1.01884,-0.0048,0.00791,-0.01114
AME18_262AB2,423,F1,183.2013,1.026,1.032,1.058,1.058,0.111,0.097,133.6,52.4,298.8,36.7,34.2,7.2,0.98544,0.99717,1.01739,-0.01898,0.00678,-0.01173
AME18_262AB3,423,F1,177.3042,1.024,1.016,1.041,1.041,-0.178,-0.188,127.1,57.2,310.3,32.7,219.4,1.5,0.99037,0.99542,1.01422,-0.01126,0.00886,-0.00616
AME18_262AC1,423,F1,142.8605,1.028,1.015,1.043,1.043,-0.309,-0.319,125.8,56.6,325.3,31.9,229.6,8.9,0.99257,0.99296,1.01447,-0.01087,0.01198,-0.00602
AME18_262AC2,423,F1,166.4273,1.027,1.013,1.041,1.042,-0.334,-0.343,135.5,64.6,306.2,25.1,37.9,3.6,0.98977,0.99291,1.01732,-0.00882,0.0068,-0.00807
