Name,Field,Freq.,Km,L,F,P,Pj,T,U,K1dec,K1inc,K2dec,K2inc,K3dec,K3inc,K11,K22,K33,K12,K23,K13
AME18_151BC1,423,F1,1116.773,1.266,1.061,1.343,1.366,-0.6,-0.646,311.3,69.5,153.2,19.2,60.7,7.1,0.93568,0.91217,1.15215,-0.03762,-0.06701,0.05068
AME18_151BC2,423,F1,1326.032,1.167,1.076,1.255,1.261,-0.357,-0.406,308.4,78.4,176.5,7.8,85.3,8.5,0.97095,0.90654,1.12251,-0.00861,-0.03498,0.01897
AME18_151BC3,423,F1,1673.704,1.164,1.15,1.338,1.338,-0.04,-0.113,318.5,66,166.4,21.4,72.3,10.2,0.99255,0.88732,1.12014,-0.04937,-0.0612,0.03814
AME18_151BD1,423,F1,2373.184,1.212,1.116,1.353,1.358,-0.273,-0.342,322.4,78.4,150.9,11.5,60.5,1.7,0.94618,0.89237,1.16145,-0.047,-0.02724,0.0306
AME18_152BA1,423,F1,2641.68,1.124,1.064,1.196,1.199,-0.303,-0.343,326.2,70.1,147.1,19.9,57,0.3,0.97149,0.94204,1.08647,-0.0335,-0.02177,0.03197
AME18_152BA2,423,F1,3048.12,1.188,1.076,1.279,1.287,-0.405,-0.456,345.3,53.4,151.1,35.7,246,6.8,1.0114,0.91049,1.07811,-0.04062,-0.01472,0.08721
AME18_152BA3,423,F1,3456.303,1.204,1.052,1.267,1.283,-0.57,-0.609,332.9,55.4,151.8,34.6,242.2,0.5,0.99038,0.92702,1.0826,-0.04496,-0.04107,0.0811
AME18_152BB1,423,F1,6962.813,1.204,1.111,1.337,1.342,-0.278,-0.344,345.3,54.5,134.5,31.5,233.7,14.7,0.99701,0.91208,1.09092,-0.05924,-0.00459,0.10421
AME18_152BB2,423,F1,4456.65,1.229,1.07,1.315,1.331,-0.507,-0.556,342.8,64.7,134.7,22.6,229.3,10.7,0.95887,0.91727,1.12386,-0.04079,-0.01622,0.08761
AME18_152BB3,423,F1,4722.18,1.236,1.115,1.378,1.386,-0.323,-0.394,337.4,58.9,152.1,31,243.5,2.3,0.98937,0.88763,1.123,-0.06068,-0.03494,0.09419
AME18_152BC1,423,F1,3727.937,1.176,1.108,1.303,1.306,-0.224,-0.286,347.6,58.5,152.5,30.6,246.5,6.8,1.00426,0.8979,1.09784,-0.04407,-0.00613,0.07891
AME18_152BC2,423,F1,2968.918,1.214,1.072,1.302,1.314,-0.471,-0.521,343.9,51.5,137.3,35.4,236.9,13.1,1.00808,0.91678,1.07514,-0.04886,-0.01558,0.10321
AME18_152BC3,423,F1,3675.616,1.207,1.052,1.27,1.286,-0.572,-0.612,332.9,60.1,136.4,28.9,230.4,7.1,0.97002,0.93274,1.09724,-0.04265,-0.03412,0.07928
AME18_152BD2,423,F1,3394.35,1.223,1.126,1.378,1.383,-0.258,-0.331,351.4,52,157.8,37.2,252.9,6.6,1.0347,0.86871,1.09659,-0.04211,-0.0038,0.10686
AME18_152BD2,423,F1,4614.384,1.155,1.106,1.278,1.28,-0.175,-0.234,327,55.3,135,34.1,228.8,5.7,0.97482,0.94242,1.08276,-0.06876,-0.03173,0.06578
AME18_152BD3,423,F1,5634.814,1.148,1.143,1.313,1.313,-0.017,-0.085,338,52.7,145.7,36.7,240.1,5.9,1.00835,0.9075,1.08415,-0.07189,-0.01555,0.07221
AME18_154BA1,423,F1,124.7753,1.016,1.055,1.072,1.076,0.547,0.535,256.5,77.6,70.9,12.3,161.2,1.2,0.96491,1.00749,1.02761,0.01635,-0.00362,0.00024
AME18_154BA2,423,F1,127.1931,1.017,1.062,1.081,1.085,0.559,0.545,265.3,78.7,69.8,10.9,160.3,2.9,0.96139,1.00794,1.03067,0.01884,-0.00436,0.00258
AME18_154BA3,423,F1,129.855,1.018,1.062,1.082,1.086,0.534,0.52,282.8,77.8,67.3,10,158.5,7,0.96299,1.00647,1.03054,0.01975,-0.0064,0.0075
AME18_154BB1,423,F1,124.321,1.015,1.055,1.071,1.075,0.567,0.555,253.7,73.1,80.3,16.8,349.8,1.9,0.96141,1.01213,1.02646,0.00962,-0.00375,-0.00288
AME18_154BB2,423,F1,121.9532,1.017,1.057,1.075,1.079,0.529,0.516,259.2,75.7,77.2,14.3,167.4,0.5,0.96043,1.0108,1.02877,0.01186,-0.0042,-0.00036
AME18_154BC1,423,F1,117.344,1.019,1.046,1.066,1.068,0.409,0.395,256,72.4,80.8,17.5,350.4,1.4,0.96552,1.00876,1.02572,0.00768,-0.00518,-0.00237
AME18_154BC2,423,F1,116.3263,1.019,1.044,1.064,1.065,0.384,0.371,253.7,71.2,85.7,18.4,354.5,3.7,0.96617,1.00906,1.02477,0.00455,-0.00541,-0.00433
AME18_154BC3,423,F1,124.0164,1.022,1.048,1.071,1.072,0.358,0.343,253,70.9,78.8,19,348.1,1.8,0.96417,1.00805,1.02778,0.00986,-0.00632,-0.0034
AME18_154BD1,423,F1,115.4483,1.016,1.047,1.064,1.066,0.499,0.488,252.1,72.9,77.3,17,346.8,1.5,0.96683,1.00884,1.02433,0.01052,-0.00393,-0.00249
AME18_155AA1,423,F1,5990.081,1.169,1.123,1.313,1.314,-0.15,-0.216,8.3,53.5,173.7,35.6,268.7,7,1.03772,0.87613,1.08615,0.00602,0.02443,0.07885
AME18_155AA2,423,F1,4095.547,1.307,1.056,1.38,1.412,-0.662,-0.705,357.3,41.6,97.8,11.6,200.1,46.1,1.05919,0.91947,1.02134,-0.01511,0.00172,0.1634
AME18_155AB1,423,F1,2064.303,1.278,1.054,1.347,1.374,-0.647,-0.689,355.9,35,199.6,52.6,94.1,11.5,1.10186,0.88518,1.01296,-0.00916,-0.01803,0.12181
AME18_155AB2,423,F1,2363.394,1.234,1.078,1.33,1.344,-0.475,-0.529,6.7,40,139.5,39,252.6,25.9,1.07227,0.90003,1.02771,-0.00082,0.03836,0.11675
AME18_155AC1,423,F1,7183.802,1.198,1.109,1.328,1.333,-0.272,-0.337,11.3,41.7,150.9,40.5,260.6,21.6,1.06816,0.89202,1.03982,0.00729,0.05068,0.09853
AME18_155AC2,423,F1,390.3466,1.168,1.087,1.269,1.274,-0.303,-0.356,343.4,78.9,125.5,8.8,216.5,6.7,0.92762,0.94494,1.12744,-0.03817,-0.00345,0.03667
AME18_155AC3,423,F1,3187.903,1.085,1.228,1.332,1.343,0.433,0.373,64.1,63.1,178.8,12,274.2,23.7,1.03735,0.88931,1.07334,0.01873,0.1023,0.0103
AME18_155AD1,423,F1,1925.527,1.131,1.065,1.205,1.209,-0.325,-0.366,5.4,48.5,123.2,22.4,228.6,32.8,1.01462,0.95386,1.03153,-0.01559,0.02638,0.08138
AME18_155AD2,423,F1,7211.767,1.475,1.047,1.544,1.612,-0.789,-0.828,342.8,43,137.9,44.2,240.6,12.8,1.06824,0.86582,1.06594,-0.07877,-0.054,0.20202
AME18_155AD3,423,F1,2788.698,1.321,1.011,1.336,1.389,-0.926,-0.936,343.5,47.6,228.8,20.9,123.4,34.9,1.02568,0.91228,1.06205,-0.03306,-0.04504,0.14154
AME18_156BA1,423,F1,6566.635,1.36,1.29,1.754,1.755,-0.094,-0.231,335.8,59.9,132.1,28,227.6,10.3,0.93416,0.85806,1.20779,-0.13606,-0.0335,0.1616
AME18_156BA2,423,F1,2601.304,1.342,1.036,1.39,1.436,-0.788,-0.818,337.7,58.9,227.2,12,130.6,28.2,0.9675,0.90492,1.12758,-0.01704,-0.06181,0.13537
AME18_156BB1,423,F1,5026.283,1.312,1.074,1.409,1.436,-0.585,-0.639,337.7,70.3,118.2,15.4,211.5,11.9,0.9087,0.91309,1.17821,-0.03857,-0.02804,0.09548
AME18_156BB2,423,F1,6287.084,1.34,1.101,1.476,1.501,-0.504,-0.574,327,48.3,138.7,41.4,232.4,4.1,0.98975,0.91184,1.09841,-0.10454,-0.08035,0.13462
AME18_156BC1,423,F1,2651.002,1.382,1.162,1.607,1.624,-0.366,-0.465,314.6,59.5,128.1,30.3,219.8,2.8,0.89378,0.91853,1.18769,-0.1088,-0.10608,0.11326
AME18_156BC2,423,F1,1455.323,1.087,1.045,1.136,1.139,-0.305,-0.334,325.1,61.5,131.2,27.8,224.3,5.8,0.97708,0.97139,1.05153,-0.03035,-0.01754,0.03263
AME18_156BD1,423,F1,3600.272,1.271,1.259,1.6,1.6,-0.02,-0.136,323.1,62.3,110.6,23.9,206.6,13.2,0.86272,0.96122,1.17606,-0.10381,-0.04541,0.1273
AME18_156BD2,423,F1,2782.915,1.332,1.016,1.353,1.405,-0.894,-0.909,0.9,35.8,112.6,27.2,230.3,42.1,1.09888,0.90011,1.00101,-0.0008,0.0077,0.14693
AME18_156BD3,423,F1,1320.377,1.097,1.013,1.112,1.122,-0.749,-0.761,329.4,61.2,124.8,26.6,220,10.3,0.98179,0.97337,1.04485,-0.01572,-0.01883,0.03604
AME18_159BA1,423,F1,679.3647,1.363,1.084,1.478,1.511,-0.585,-0.647,273.2,73.1,30,7.8,122.1,14.9,0.89454,0.89343,1.21203,0.02831,-0.107,0.01446
AME18_159BA2,423,F1,304.9705,1.109,1.099,1.219,1.219,-0.044,-0.094,251.8,64.3,32.7,20.5,128.4,14.9,0.96345,0.96074,1.07581,0.04689,-0.05772,0.0006
AME18_159BA3,423,F1,560.1568,1.274,1.16,1.479,1.484,-0.24,-0.33,288.1,73,33.6,4.7,125,16.3,0.91877,0.89505,1.18619,0.05052,-0.09888,0.0432
AME18_159BB1,423,F1,833.3556,1.254,1.078,1.351,1.368,-0.501,-0.556,328.7,55.5,195,25.4,94.1,21.7,0.99876,0.90501,1.09623,-0.02978,-0.08128,0.09709
AME18_159BB2,423,F1,580.7292,1.331,1.023,1.362,1.411,-0.851,-0.871,295.8,47.5,184.2,18.7,79.7,36.5,0.93243,1.00504,1.06253,-0.05623,-0.14441,0.06348
AME18_159BB3,423,F1,1080.076,1.281,1.053,1.348,1.377,-0.655,-0.696,334.3,54.1,186.3,31.6,86.6,15.4,1.0014,0.90233,1.09627,-0.03766,-0.06561,0.1109
AME18_159BC1,423,F1,1520.395,1.349,1.031,1.39,1.44,-0.816,-0.842,331.3,43.3,201.4,34.3,90.6,27.5,1.03253,0.92118,1.04629,-0.07018,-0.08663,0.13818
AME18_159BC2,423,F1,273.4744,1.14,1.066,1.215,1.22,-0.347,-0.39,15.1,56.2,261.5,15,162.8,29.5,0.97227,0.97331,1.05442,0.02349,0.00888,0.08567
AME18_159BC3,423,F1,1029.874,1.316,1.151,1.514,1.525,-0.323,-0.414,336.6,57.1,207.8,22,107.9,23.1,1.00577,0.86123,1.133,-0.00142,-0.09635,0.13816
AME18_159BD1,423,F1,504.612,1.407,1.021,1.437,1.503,-0.884,-0.903,342.2,66.5,213.9,15.1,119,17.6,0.93392,0.87845,1.18763,-0.00961,-0.04497,0.12815
AME18_159BD2,423,F1,590.857,1.365,1.043,1.424,1.471,-0.76,-0.795,351.1,38.8,101.3,23.2,214.2,42.2,1.08368,0.901,1.01532,-0.04005,-0.01433,0.17435
AME18_159BD3,423,F1,1090.999,1.389,1.005,1.396,1.465,-0.969,-0.974,327.8,58.2,129.4,30.4,224.3,8.3,0.95288,0.91161,1.13551,-0.04527,-0.08167,0.13101
AME18_165AA1,423,F1,18229.99,1.284,1.085,1.392,1.412,-0.509,-0.568,41,4,133.1,27.3,303.4,62.3,1.08136,1.03875,0.87989,0.13805,0.03725,-0.00259
AME18_165AA2,423,F1,19349.89,1.268,1.121,1.421,1.431,-0.351,-0.427,42.7,0.8,133.2,27.4,311.2,62.6,1.07708,1.0542,0.86872,0.13747,0.03379,-0.02493
AME18_165AA3,423,F1,12877.68,1.315,1.308,1.721,1.721,-0.01,-0.145,45.7,2,315.3,10.9,146,78.9,1.11794,1.12853,0.75353,0.15726,-0.01654,0.04353
AME18_165AB1,423,F1,22500.39,1.256,1.379,1.733,1.737,0.169,0.034,43.8,4.2,312.6,15.7,148.4,73.7,1.12404,1.12307,0.75289,0.13796,-0.02602,0.07713
AME18_165AB2,423,F1,14075.3,1.378,1.174,1.619,1.633,-0.333,-0.436,49.6,3.5,140.2,9.3,299.1,80,1.0748,1.12884,0.79636,0.17457,0.03705,0.00255
AME18_165AB3,423,F1,14610.26,1.319,1.081,1.425,1.451,-0.562,-0.621,37.6,5.3,129.3,17.4,291.2,71.7,1.10723,1.02763,0.86514,0.14349,0.03577,0.01414
AME18_165AC1,423,F1,13727.14,1.311,1.136,1.489,1.502,-0.361,-0.445,34.3,3.1,124.8,8.8,284.8,80.6,1.13892,1.0296,0.83148,0.13648,0.02648,0.00866
AME18_165AC2,423,F1,18163.83,1.335,1.095,1.462,1.487,-0.523,-0.59,37.8,5.2,129.9,22,295.1,67.4,1.11314,1.02899,0.85787,0.15329,0.04284,0.01008
AME18_165AD1,423,F1,12263.69,1.249,1.095,1.367,1.38,-0.422,-0.485,213.3,3.6,119.9,43.1,307.1,46.6,1.09896,0.99487,0.90617,0.1266,0.02445,-0.0372
AME18_165AD2,423,F1,20281.41,1.301,1.094,1.423,1.443,-0.491,-0.556,33.7,7.8,301.2,17.2,147,71,1.11813,1.01525,0.86662,0.13103,0.0074,0.05204
AME18_167BA1,423,F1,11000.57,1.127,1.159,1.306,1.306,0.106,0.04,51.8,22.6,321.2,1.5,227.6,67.3,1.03564,1.05927,0.90509,0.04243,0.0716,0.06087
AME18_167BA2,423,F1,12560.36,1.155,1.165,1.346,1.346,0.029,-0.045,52.4,18,145,7.8,257.5,70.2,1.04681,1.06782,0.88537,0.06411,0.07982,0.03747
AME18_167BA3,423,F1,13580.36,1.208,1.05,1.268,1.285,-0.588,-0.626,48.9,21,144.4,14,265.6,64.4,1.02368,1.03836,0.93797,0.08441,0.06738,0.04482
AME18_167BB1,423,F1,11101.16,1.118,1.129,1.262,1.262,0.042,-0.016,49.6,20.8,317.5,5.4,213.8,68.4,1.03137,1.05352,0.91511,0.04363,0.05145,0.05774
AME18_167BB2,423,F1,32236.71,1.219,1.575,1.92,1.952,0.393,0.25,55.6,26.1,147.7,4.3,246.4,63.5,1.098,1.11335,0.78865,0.05826,0.21571,0.11291
AME18_167BC1,423,F1,10849.18,1.161,1.051,1.22,1.23,-0.505,-0.541,50.1,26.4,143,5.8,244.3,62.9,1.01316,1.02915,0.95769,0.05765,0.06451,0.04794
AME18_167BC2,423,F1,10753.41,1.14,1.101,1.255,1.256,-0.153,-0.208,57.2,21.1,149.3,5.3,252.7,68.2,1.01817,1.05743,0.9244,0.0509,0.0686,0.03429
AME18_167BD1,423,F1,12093.14,1.18,1.103,1.302,1.305,-0.255,-0.315,48.3,21.1,317.5,2,222.4,68.8,1.03301,1.05138,0.91561,0.06967,0.06441,0.06169
AME18_167BD1,423,F1,11231.26,1.154,1.143,1.319,1.319,-0.035,-0.104,60.7,23.3,155.1,9.9,266.4,64.4,1.02105,1.06532,0.91363,0.05335,0.09642,0.0301
AME18_168AA1,423,F1,10669.17,1.061,1.09,1.157,1.157,0.183,0.148,35.8,32.7,127.7,3,222.3,57.1,1.02245,1.01095,0.9666,0.00851,0.04183,0.05077
AME18_168AA2,423,F1,16631.27,1.094,1.125,1.231,1.231,0.135,0.083,40.2,26.1,140.9,20.7,264.5,55.7,1.04983,1.00245,0.94771,0.0342,0.07584,0.03348
AME18_168AB1,423,F1,9162.175,1.047,1.078,1.128,1.13,0.24,0.211,42.9,35.2,136.2,4.6,232.7,54.4,1.01639,1.00759,0.97601,0.00393,0.04255,0.03722
AME18_168AB2,423,F1,11267.66,1.061,1.11,1.178,1.18,0.277,0.239,54,28.2,319.4,8.6,213.9,60.3,1.01251,1.03672,0.95078,0.01142,0.04493,0.05101
AME18_168AB3,423,F1,17806.63,1.108,1.106,1.225,1.225,-0.01,-0.061,40.8,35.7,132.3,2.1,225.3,54.3,1.02053,1.00976,0.96971,0.01889,0.06542,0.07038
AME18_168AC1,423,F1,10981.04,1.063,1.087,1.155,1.156,0.158,0.122,36.6,34.1,129.5,4.4,226,55.5,1.02118,1.0078,0.97103,0.00771,0.04442,0.0496
AME18_168AC2,423,F1,9850.646,1.068,1.072,1.145,1.145,0.023,-0.011,35.6,34.9,129,4.8,225.8,54.6,1.01892,1.00356,0.97753,0.01049,0.04119,0.048
AME18_168AC3,423,F1,16314.31,1.11,1.123,1.246,1.246,0.055,0,41.8,31.9,310.7,1.8,217.8,58.1,1.02483,1.02361,0.95156,0.02444,0.06291,0.0755
AME18_168AD1,423,F1,14440.71,1.08,1.103,1.191,1.192,0.118,0.074,336.1,7.2,69.1,22.5,229.4,66.2,1.06413,1.00862,0.92725,-0.03693,0.02214,0.03159
AME18_168AD2,423,F1,19173.47,1.16,1.165,1.351,1.351,0.015,-0.061,350,8.5,84,24.8,242.5,63.6,1.13879,0.97675,0.88445,-0.03788,0.04567,0.04871
AME18_168AX,423,F1,13262.86,1.139,1.163,1.325,1.326,0.073,0.003,332.1,7.7,67.7,36.2,231.8,52.7,1.08759,0.99853,0.91387,-0.0817,0.04452,0.05812
AME18_168AD3,423,F1,14982.2,1.102,1.154,1.271,1.273,0.191,0.132,335.3,10.4,72.6,34.6,231,53.4,1.07403,0.99903,0.92694,-0.06122,0.04248,0.05706
AME18_169AA1,423,F1,1057.302,1.047,1.086,1.137,1.139,0.279,0.249,0.9,20.5,143.3,64.7,265.5,14.1,1.05214,0.9361,1.01176,-0.00529,0.01899,0.01722
AME18_169AA2,423,F1,768.3618,1.046,1.067,1.116,1.117,0.186,0.159,2.9,22.3,133.1,57.5,263.2,22.3,1.04421,0.95249,1.00331,-0.00436,0.02287,0.01873
AME18_169AB1,423,F1,1429.354,1.048,1.081,1.134,1.135,0.249,0.22,359.9,25,133.1,55.8,259.2,21.8,1.04679,0.94593,1.00728,-0.01216,0.02574,0.02354
AME18_169AB2,423,F1,1239.192,1.04,1.081,1.124,1.127,0.335,0.309,358.4,18.9,125.2,60.2,260.4,22.1,1.04616,0.94843,1.00541,-0.01168,0.02586,0.01675
AME18_169AC1,423,F1,559.783,1.026,1.062,1.09,1.093,0.396,0.378,353.4,34,133.2,48.6,248.6,20.7,1.02208,0.96612,1.0118,-0.01975,0.01681,0.01947
AME18_169AC2,423,F1,680.8384,1.023,1.055,1.08,1.082,0.399,0.383,355.5,43.3,141.6,41.4,248,17.7,1.01543,0.96867,1.01591,-0.01762,0.01328,0.01747
AME18_169AD1,423,F1,1018.339,1.045,1.081,1.129,1.131,0.279,0.25,356.4,40.4,152.5,47.1,255.8,12.1,1.03197,0.94225,1.02579,-0.01879,0.01366,0.02613
AME18_169AD2,423,F1,993.6654,1.043,1.102,1.149,1.154,0.396,0.366,350.8,43.4,146.9,44,248.9,12.2,1.02768,0.93907,1.03325,-0.0338,0.01474,0.02854
AME18_169AE1,423,F1,1335.759,1.026,1.088,1.117,1.122,0.527,0.507,358.2,40.8,146.3,44.5,253.3,16.6,1.02761,0.94911,1.02328,-0.02129,0.02111,0.01976
AME18_169AE2,423,F1,1088.533,1.02,1.086,1.108,1.115,0.608,0.592,352.1,36.6,143.8,49.9,251.3,14.2,1.02539,0.95201,1.0226,-0.02499,0.01689,0.01605
AME18_175AA1,423,F1,18419.2,1.084,1.107,1.2,1.201,0.115,0.07,183.2,37,276.2,4,11.5,52.7,1.0236,1.00302,0.97339,-0.00394,-0.01161,-0.08647
AME18_175AA2,423,F1,24158.48,1.084,1.179,1.278,1.284,0.341,0.286,148.3,34.6,254.7,22.3,10.8,46.9,0.99548,1.0366,0.96792,-0.03941,0.00667,-0.1102
AME18_175AA3,423,F1,21196.78,1.164,1.115,1.298,1.3,-0.166,-0.229,177.5,39.4,286,21.2,37.3,43.1,1.04191,0.96039,0.99771,-0.03015,-0.02711,-0.11905
AME18_175AB1,423,F1,23198.68,1.148,1.164,1.336,1.336,0.046,-0.026,173.2,42.6,263.3,0.1,353.3,47.4,1.01307,0.99776,0.98916,-0.00202,0.01685,-0.14264
AME18_175AB2,423,F1,21507.78,1.144,1.067,1.221,1.226,-0.348,-0.392,172,40.1,76.8,6.2,339.6,49.2,1.03103,0.97208,0.99688,-0.00277,0.02024,-0.09688
AME18_175AC1,423,F1,18393.07,1.257,1.071,1.346,1.365,-0.539,-0.59,150.9,64,280.2,17.2,16.2,19,0.92449,0.9469,1.12861,-0.03474,0.04096,-0.10164
AME18_175AC2,423,F1,20086.15,1.216,1.092,1.328,1.337,-0.379,-0.438,162.2,57.5,65.5,4.3,332.8,32.2,0.96647,0.95148,1.08205,0.00608,0.04542,-0.1217
AME18_175AD1,423,F1,11676.93,1.152,1.093,1.259,1.262,-0.23,-0.284,171.5,42.3,273.3,12.6,16.2,44.9,1.01929,0.97651,1.0042,-0.02306,-0.00066,-0.1133
AME18_175AD2,423,F1,20775.33,1.323,1.045,1.383,1.421,-0.728,-0.764,162.4,65.3,12.3,21.7,277.8,11.1,0.96069,0.88204,1.15727,-0.00967,0.04126,-0.10781
AME18_177BA1,423,F1,2265.486,1.135,1.039,1.179,1.188,-0.537,-0.566,130.9,81.6,309.1,8.4,39.1,0.3,0.94803,0.95577,1.09619,-0.01908,0.01417,-0.0125
AME18_177BA2,423,F1,2067.068,1.099,1.133,1.245,1.246,0.143,0.089,133.5,80,304.7,9.9,35,1.5,0.92829,0.96911,1.1026,-0.05711,0.01054,-0.01418
AME18_177BB1,423,F1,1967.699,1.128,1.104,1.245,1.245,-0.096,-0.15,165.1,77.4,284.7,6.3,15.9,10.9,0.91145,0.98269,1.10586,-0.02514,0.0022,-0.04259
AME18_177BB2,423,F1,2657.445,1.165,1.05,1.223,1.234,-0.513,-0.549,144.7,81.9,287,6.4,17.5,4.9,0.923,0.95944,1.11756,-0.01464,0.01163,-0.02185
AME18_177BB3,423,F1,1887.608,1.151,1.087,1.251,1.254,-0.255,-0.307,130.3,79.9,284.5,9.1,15.2,4.3,0.90647,0.97425,1.11928,-0.02188,0.01784,-0.02209
AME18_177BD1,423,F1,2088.816,1.146,1.073,1.229,1.234,-0.316,-0.362,159.2,78.5,298.9,8.8,30,7.3,0.93071,0.95919,1.1101,-0.03021,0.0056,-0.03312
AME18_177BD2,423,F1,2685.418,1.22,1.052,1.284,1.302,-0.591,-0.631,126.7,78.6,260.1,7.9,351.2,8.2,0.90414,0.95051,1.14535,0.00306,0.0334,-0.03073
AME18_177BD3,423,F1,2382.817,1.161,1.084,1.259,1.263,-0.297,-0.349,127.7,86.5,278.6,3.1,8.7,1.7,0.89926,0.97162,1.12912,-0.01153,0.00728,-0.00811
AME18_177BC1,423,F1,2543.235,1.146,1.135,1.3,1.3,-0.037,-0.102,133.9,77.4,278.1,10.2,9.4,7.2,0.88168,0.99152,1.12681,-0.02212,0.01969,-0.03562
AME18_177BC2,423,F1,2580.373,1.165,1.091,1.27,1.274,-0.273,-0.328,134.5,79.2,275.6,8.5,6.6,6.7,0.89744,0.97544,1.12712,-0.01197,0.01997,-0.03006
AME18_177BC3,423,F1,2169.99,1.126,1.051,1.183,1.189,-0.413,-0.447,139.1,80.5,308.4,9.3,38.7,1.7,0.94796,0.95771,1.09432,-0.02455,0.01216,-0.01619
AME18_178AA2,423,F1,3567.866,1.075,1.088,1.169,1.169,0.076,0.038,310.1,73.7,104.6,14.8,196.4,6.7,0.93108,0.99902,1.0699,-0.0245,-0.01276,0.02195
AME18_178AA1,423,F1,3233.888,1.062,1.11,1.179,1.181,0.265,0.227,301.8,71.5,102.2,17.5,194.1,5.8,0.92097,1.01105,1.06798,-0.02616,-0.01365,0.01974
AME18_178AB2,423,F1,3029.925,1.061,1.097,1.164,1.165,0.221,0.185,331.3,77.3,107.9,9.3,199.3,8.6,0.9337,1.00045,1.06584,-0.02845,-0.00199,0.02396
AME18_178AB3,423,F1,2854.792,1.072,1.109,1.189,1.19,0.199,0.157,335.7,81.3,102.3,5.2,192.9,6.9,0.91737,1.00438,1.07825,-0.02197,-0.00177,0.02136
AME18_178AC1,423,F1,2940.236,1.066,1.099,1.172,1.173,0.192,0.154,327.1,74.9,104.9,11.3,196.9,9.9,0.93041,1.00194,1.06765,-0.02664,-0.00463,0.02877
AME18_178AC2,423,F1,3212.491,1.081,1.091,1.18,1.18,0.056,0.014,310.1,69.6,107.9,19,200.4,7.1,0.93243,0.99657,1.07101,-0.03175,-0.01671,0.02679
AME18_178AD1,423,F1,3806.554,1.073,1.115,1.195,1.197,0.215,0.172,315.2,70.1,99.7,16.4,193,10.9,0.91942,1.0093,1.07127,-0.02615,-0.01218,0.03549
AME18_178AD2,423,F1,3329.433,1.069,1.107,1.184,1.185,0.208,0.167,318.5,75.8,100.4,11.2,192.1,8.5,0.92032,1.007,1.07268,-0.02159,-0.00795,0.02637
AME18_178AE1,423,F1,3327.822,1.069,1.1,1.176,1.177,0.179,0.14,325.2,73.7,102,12,194.3,10.8,0.92798,1.00388,1.06814,-0.02375,-0.00647,0.0317
AME18_178AE2,423,F1,3193.112,1.081,1.088,1.176,1.176,0.039,-0.001,313.5,76.7,96.1,10.6,187.6,7.9,0.92425,1.00081,1.07494,-0.0125,-0.01166,0.02329
AME18_179BA1,423,F1,3203.014,1.073,1.134,1.216,1.219,0.283,0.237,303.4,56.4,97.5,30.8,194.7,12,0.91497,1.02361,1.06142,-0.03857,-0.02221,0.04221
AME18_179BA2,423,F1,2861.369,1.058,1.151,1.218,1.225,0.424,0.383,301.2,54.1,98.4,33.7,195.8,10.9,0.91041,1.03031,1.05928,-0.04303,-0.01757,0.03873
AME18_179BB1,423,F1,2506.333,1.07,1.125,1.203,1.206,0.273,0.23,290.1,56,104.3,33.8,196.1,2.7,0.91282,1.02483,1.06235,-0.03709,-0.02928,0.01628
AME18_179BB2,423,F1,2299.139,1.047,1.145,1.2,1.208,0.491,0.455,294.7,60,98,28.9,192,7.3,0.90655,1.03172,1.06173,-0.03072,-0.01579,0.02483
AME18_179BB3,423,F1,3270.615,1.069,1.153,1.232,1.238,0.364,0.318,294.4,48.9,93.1,39.1,191.9,10.6,0.90152,1.0414,1.05709,-0.03792,-0.02657,0.03846
AME18_179BC1,423,F1,3509.99,1.063,1.14,1.212,1.217,0.364,0.322,312.1,55.4,105.8,31.7,203.6,12.3,0.92908,1.01264,1.05828,-0.05423,-0.01186,0.04421
AME18_179BC2,423,F1,2805.94,1.055,1.147,1.21,1.217,0.439,0.4,305.9,55.4,105.4,32.9,201.7,9.6,0.9211,1.01952,1.05938,-0.05239,-0.01333,0.03548
AME18_179BC3,423,F1,2210.82,1.083,1.13,1.223,1.225,0.211,0.163,303,54.5,104.3,34.1,200.4,8.8,0.91947,1.01701,1.06352,-0.04994,-0.02707,0.03808
AME18_179BD1,423,F1,3190.465,1.079,1.179,1.271,1.278,0.369,0.316,309.2,51.5,99.9,34.8,200.2,14.5,0.90917,1.02624,1.06459,-0.06258,-0.01746,0.06005
AME18_179BD2,423,F1,2988.159,1.075,1.141,1.227,1.231,0.29,0.243,297.5,55.1,98.7,33.5,194.6,8.8,0.90671,1.02832,1.06497,-0.04026,-0.0271,0.03506
AME18_179BD3,423,F1,2749.201,1.065,1.127,1.2,1.204,0.306,0.265,312.1,67.6,102.8,19.8,196.4,10.1,0.9185,1.01238,1.06912,-0.03483,-0.01175,0.03465
AME18_180AA1,423,F1,2135.266,1.02,1.133,1.156,1.17,0.727,0.709,312.2,68.5,91,16.5,185,13.4,0.92083,1.03422,1.04496,-0.01134,-0.00283,0.03189
AME18_180AA2,423,F1,1819.75,1.037,1.102,1.143,1.148,0.456,0.43,316.5,79.7,100.1,8.3,191,6,0.92949,1.0161,1.05442,-0.01814,-0.00267,0.01447
AME18_180AA3,423,F1,2188.318,1.075,1.096,1.178,1.178,0.12,0.079,304.6,64.4,98.6,23.3,192.9,10,0.92783,1.00956,1.06262,-0.02515,-0.02071,0.03128
